### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
610; 27.648; 5.04072; 100
620; 27.66; 5.03998; 100
630; 27.67; 5.03966; 100
640; 27.676; 5.03942; 100
650; 27.686; 5.03898; 100
660; 27.692; 5.03886; 100
670; 27.718; 5.03816; 100
680; 27.732; 5.03764; 100
690; 27.746; 5.03754; 100
700; 27.76; 5.0372; 100
710; 27.776; 5.03696; 100
720; 27.778; 5.0369; 100
730; 27.802; 5.0362; 100
740; 27.812; 5.036; 100
750; 27.816; 5.03574; 100
760; 27.816; 5.03556; 100
770; 27.828; 5.03552; 100
780; 27.844; 5.03514; 100
790; 27.852; 5.0347; 100
800; 27.866; 5.03426; 100
810; 27.876; 5.03324; 100
820; 27.884; 5.03262; 100
830; 27.882; 5.03188; 100
840; 27.904; 5.03138; 100
850; 27.9; 5.03134; 100
860; 27.908; 5.03108; 100
870; 27.928; 5.03094; 100
880; 27.94; 5.03052; 100
890; 27.95; 5.0301; 100
900; 27.946; 5.02972; 100
910; 27.95; 5.02944; 100
920; 27.962; 5.02906; 100
930; 27.972; 5.02854; 100
940; 27.988; 5.02816; 100
950; 27.992; 5.02768; 100
960; 28.006; 5.02726; 100
970; 28.006; 5.02714; 100
980; 28.014; 5.0269; 100
990; 28.048; 5.02688; 100
